Movie,IMDB ID,Genre ID,Popularity,Release date,Adult,original language,vote_count,vote average,run time,run budget, revenue
Ironheart,193385,"[28, 80]",1.737243,11/25/1992,FALSE,en,3,4.2,92,0,0
Evil Behind You,134890,"[28, 53]",1.007438,10/31/2006,FALSE,en,0,0,90,200000,0
"Greystoke: The Legend of Tarzan, Lord of the Apes",11002,"[12, 18, 28, 10749]",6.075528,3/30/1984,FALSE,en,118,6,143,0,45858563
Hard Justice,324244,[],1,1/1/1988,FALSE,en,0,0,90,0,0
Dakota Incident,75365,"[28, 37]",1.373552,7/23/1956,FALSE,en,5,6.2,88,0,0
"You're a Sap, Mr. Jap",236631,[16],1.03795,8/6/1942,FALSE,en,1,8,7,0,0
Steel Frontier,39449,"[28, 878]",1.461942,3/28/1995,FALSE,en,3,6.3,105,0,0
Mississippi Mermaid,1651,"[80, 18, 10749]",4.340837,6/18/1969,FALSE,fr,33,6.5,123,0,0
Crossing the Bridge: The Sound of Istanbul,29138,"[99, 10402]",1.558096,5/27/2005,FALSE,en,10,8,90,0,0
"Watch the Skies!: Science Fiction, the 1950s and Us",171118,[],1.005424,7/5/2005,FALSE,en,0,0,56,0,0
Saturday Afternoon,189634,[35],1.295632,1/31/1926,FALSE,en,3,5.3,30,0,0
Progeny,105588,"[27, 878]",1.64773,3/30/1998,FALSE,en,7,4.8,98,2500000,0
That Championship Season,116698,[18],1.6053,12/9/1982,FALSE,en,3,4.3,110,0,0
Passion in the Desert,60951,"[18, 12]",1.256318,8/31/1997,FALSE,en,6,5.7,91,0,0
Fata Morgana,55624,"[99, 10769]",2.111672,6/4/1971,FALSE,de,23,6.5,79,0,0
Slow Burn,18777,"[9648, 80, 18, 53]",2.440269,9/12/2005,FALSE,en,16,5.5,93,15500000,1237615
Sex Is Comedy,53244,"[35, 18]",2.782306,6/5/2002,FALSE,fr,10,6.1,94,0,0
Anna Boleyn,55644,"[36, 18]",1.425722,12/3/1920,FALSE,de,6,8.3,118,0,0
The Edge of Love,14061,"[18, 36, 10749]",6.148733,5/15/2008,FALSE,en,92,6.1,110,0,0
The Late Shift,30330,"[35, 18]",2.227756,2/24/1996,FALSE,en,17,5.8,95,6000000,0
Rich and Famous,109962,[18],2.635728,9/23/1981,FALSE,en,7,4.9,115,0,0
Why Didn't They Ask Evans?,122775,[53],1.65867,3/30/1980,FALSE,en,2,1.5,180,0,0
Accepted,9788,[35],7.269129,8/18/2006,FALSE,en,438,6.2,93,23000000,38505009
The Decline of Western Civilization,21137,"[99, 10402]",2.38133,7/1/1981,FALSE,en,28,7.5,100,100000,0
Mute Witness,48787,[53],3.169864,9/28/1995,FALSE,en,38,6.4,95,0,0
Second Glance,46306,[18],1.186262,1/1/1992,FALSE,en,3,2.8,50,0,0
A Month of Sundays,358912,"[18, 35]",1.503529,4/28/2016,FALSE,en,4,6,109,0,0
I'm Bout It,73940,"[18, 35]",1.042477,9/1/1997,FALSE,en,1,2,110,0,0
The Pride of St. Louis,43188,[18],1.200992,1/1/1952,FALSE,en,1,7,93,0,0
The Devil to Pay!,120835,"[35, 10749]",1.561729,12/20/1930,FALSE,en,3,4.7,72,0,0
Jacqueline Hyde,85011,"[27, 878]",1.300229,10/1/2005,FALSE,en,4,3.9,94,0,0
A Chinese Tall Story,45912,"[28, 878, 14]",1.897758,12/22/2005,FALSE,cn,8,5.2,103,0,0
Love Affair,43739,"[18, 10749]",2.696957,4/7/1939,FALSE,en,17,6.3,88,0,0
The Christmas Gift,367537,[10751],1.587166,11/29/2015,FALSE,en,8,5.6,90,0,0
Havana Widows,244217,[35],1.106148,11/18/1933,FALSE,en,1,8,62,0,0
The Violent Men,60643,[37],6.718618,1/26/1955,FALSE,en,9,5.8,96,0,0
A Decade Under the Influence,38868,"[35, 99, 10749]",1.63991,4/25/2003,FALSE,en,9,8,152,0,0
A Thousand Acres,66588,[18],2.083062,9/17/1997,FALSE,en,12,5.9,105,0,0
Black Snake Moan,7874,[18],6.746003,12/8/2006,FALSE,en,259,6.6,116,15000000,10903846
Never Say Never Again,36670,"[12, 28, 53]",11.885624,10/7/1983,FALSE,en,367,5.8,134,36000000,160000000
Painted Fire,18302,"[18, 36]",2.10252,5/10/2002,FALSE,ko,11,6.6,120,0,0
The Falcon's Adventure,47315,"[80, 18, 9648]",1.344448,12/13/1946,FALSE,en,1,6,61,0,0
Fool for Love,138969,"[10749, 35]",1.542178,1/17/2010,FALSE,vi,3,6.5,100,0,0
The Room,17473,"[18, 10749]",10.375502,6/27/2003,FALSE,en,222,4.2,99,6000000,0
"P'tang, Yang, Kipperbang",45329,"[18, 35]",1.537643,11/3/1982,FALSE,en,6,7.4,80,0,0
Journey to the Far Side of the Sun,40430,[878],4.406215,8/27/1969,FALSE,en,38,6.4,101,0,0
Dope Sick Love,82304,[99],1.250746,3/10/2005,FALSE,en,5,5.7,0,0,0
Class Warfare,70972,"[18, 53, 80]",1.006023,4/10/2001,FALSE,en,2,8.5,96,0,0
Gypsy,39391,"[35, 18, 10402]",4.766702,12/1/1962,FALSE,en,20,6.5,143,0,0
Skeleton Frolics,102442,"[10402, 27, 35, 16]",1.177537,1/29/1937,FALSE,en,2,6,7,0,0
The Young Stranger,112558,[18],1.332326,2/1/1957,FALSE,en,2,6,84,0,0
The Morrison Murders: Based on a True Story,80005,[80],1.001347,11/5/1996,FALSE,en,0,0,0,0,0
Sometimes Aunt Martha Does Dreadful Things,104304,[27],1.064394,1/1/1971,FALSE,en,1,6,95,0,0
La Parisienne,51166,[35],1.815364,12/16/1957,FALSE,fr,5,6.2,86,0,0
A Twist of Faith,235710,"[53, 80]",1.094123,7/28/1999,FALSE,en,1,4.5,90,0,0
Dark Harbor,105980,"[53, 18]",1.581262,12/31/1999,FALSE,en,9,4.6,84,0,0
Wrath of the Ninja: The Yotoden Movie,55708,[16],1.073186,5/27/1989,FALSE,en,1,1,87,0,0
Lackawanna Blues,133382,[18],2.696503,2/12/2005,FALSE,en,9,6,95,0,0
This Is Not a Film,83552,[99],2.178963,9/27/2011,FALSE,fa,25,7,75,0,0
Mr. Imperium,23245,"[10402, 18, 10749]",1.516253,3/2/1951,FALSE,en,2,4.5,87,0,0
The Wooden Camera,64190,"[18, 10751, 10769]",1.109209,7/28/2004,FALSE,en,3,7,92,0,0
The English Patient,409,"[18, 10749, 10752]",6.903152,11/14/1996,FALSE,en,598,7,162,27000000,231976425
Snow Queen,16174,"[12, 10751, 14, 878]",6.035705,1/4/2002,FALSE,en,20,5.6,180,0,0
Waco: The Rules of Engagement,34044,[99],1.594721,9/19/1997,FALSE,en,12,7.3,136,0,0
Ma and Pa Kettle,64620,[35],2.19262,4/1/1949,FALSE,en,10,6.9,76,0,0
Inhabited,96917,[27],1.441326,8/19/2003,FALSE,fr,4,3.9,0,0,0
Acrobatty Bunny,74951,"[16, 35]",1.172207,6/29/1946,FALSE,en,3,4.8,8,0,0
Midnight Madness,17971,"[35, 10751]",2.576345,2/8/1980,FALSE,en,15,5.7,112,0,0
Eighteen,41423,[18],1.600566,1/1/2005,FALSE,en,3,3.3,101,0,0
Doomsday Rock,102944,"[10770, 878]",1.659019,8/23/1997,FALSE,en,1,6,96,0,0
Committed,282762,"[35, 18, 10749]",2.891608,4/6/2014,FALSE,en,5,6.2,86,0,0
Popeye,11335,"[28, 12, 35, 10751, 10402]",6.618675,12/12/1980,FALSE,en,163,5.3,114,20000000,0
Tenacious D in The Pick of Destiny,2179,"[35, 10402]",6.583977,11/22/2006,FALSE,en,453,6.6,93,22000000,13405595
Stolen Identity,61502,"[28, 80, 18, 9648, 53]",1.216481,1/1/1953,FALSE,en,4,3.9,88,0,0
Focus,256591,"[10749, 35, 80, 18]",10.672398,2/25/2015,FALSE,en,2737,6.7,105,50100000,153962963
In Love and War,26949,"[18, 10749]",3.760559,12/18/1996,FALSE,en,29,6,113,0,0
The Actors,33175,[35],2.473309,3/16/2003,FALSE,en,10,6.4,91,0,0
The Dresser,364902,[18],3.411231,10/31/2015,FALSE,en,20,6.8,105,0,0
Tweety's S.O.S.,100384,[],1.354148,9/21/1951,FALSE,en,3,8,7,0,0
Six of a Kind,127973,[35],1.638703,2/9/1934,FALSE,en,2,3.5,62,0,0
Whistling in the Dark,90460,"[35, 9648]",1.419716,8/8/1941,FALSE,en,3,6.2,78,0,0
Children's Island,80310,"[18, 10751]",2.312134,12/25/1980,FALSE,sv,4,6.3,109,0,0
Joe,157847,[18],11.058725,4/11/2014,FALSE,en,362,6.5,118,4000000,2365467
Western Union,43804,[37],2.165014,2/21/1941,FALSE,en,17,5.4,95,0,0
Sherlock Holmes and the Secret Weapon,18706,"[28, 12, 80, 18, 9648, 53]",3.7756,12/25/1942,FALSE,en,27,6.7,68,0,0
America's Prince: The John F. Kennedy Jr. Story,278967,[],1.234192,1/12/2003,FALSE,en,1,2,0,0,0
School Killer,119545,"[27, 10769, 9648]",1.190853,6/29/2001,FALSE,en,5,4.1,86,0,0
The Best Years of Our Lives,887,"[18, 36, 10749]",6.806194,12/25/1946,FALSE,en,155,7.6,172,2100000,23650000
Rendition,5125,"[18, 53]",8.82011,9/7/2007,FALSE,en,223,6.3,120,27500000,24748670
Have No Fear: The Life of Pope John Paul II,132867,[18],1.982442,12/1/2005,FALSE,pl,3,6.3,90,8,0
Broadcast News,12626,"[35, 18, 10749]",7.31389,12/16/1987,FALSE,en,107,6.8,133,20000000,51249404
Back in the Day,368596,[18],8.770296,5/20/2016,FALSE,en,97,2.8,121,0,0
After Alice,41738,[53],1.270687,10/28/1999,FALSE,en,2,3.5,100,0,0
Packin' It In,55280,"[10770, 35]",1.000177,2/7/1983,FALSE,en,0,0,95,0,0
Naked City: Justice with a Bullet,279946,"[18, 80]",1.349182,10/4/1998,FALSE,en,1,5,0,0,0
When the North Wind Blows,250188,[12],1.478935,1/14/1974,FALSE,en,3,5.2,113,0,0
The Mayor of Hell,100894,"[80, 18]",1.809773,6/24/1933,FALSE,en,8,6.6,90,229,0
One Kill,330711,"[18, 10770, 80]",1.00246,1/1/2000,FALSE,en,0,0,96,0,0
The Ghost Walks,138017,[9648],1.831688,12/1/1934,FALSE,en,7,4.2,69,0,0
Blade,36647,"[27, 28]",11.234773,8/21/1998,FALSE,en,2061,6.5,120,45000000,131183530
A Tale of Two Sisters,4552,"[18, 27, 9648]",6.030807,6/13/2003,FALSE,ko,247,7,115,110,0
The Vindicator,3201,"[28, 27, 878]",2.087389,2/14/1986,FALSE,en,6,4.8,93,4210000,0
Wicked Little Things,10854,"[14, 27]",4.79056,1/1/2006,FALSE,en,66,4.9,94,0,0
Anywhere But Here,21349,"[18, 35, 10749]",5.317399,11/12/1999,FALSE,en,69,5.9,114,23000000,18653615
General Spanky,90358,"[10752, 35, 10751]",1.002352,12/11/1936,FALSE,en,0,0,71,0,0
Giorgino,77728,[18],2.209481,10/5/1994,FALSE,en,9,6.7,177,15000000,0
Let It Be Me,335145,"[18, 10749]",1.499538,11/17/1995,FALSE,en,2,8,95,0,0
Tough Luck,54772,"[28, 12, 53]",1.812277,11/3/2004,FALSE,en,4,6.5,88,0,0
The Guardian,4643,"[28, 12, 18]",8.321034,9/28/2006,FALSE,en,420,6.8,139,70000000,55011732
The Green Butchers,4972,[35],5.334894,3/8/2003,FALSE,da,67,7.4,100,0,0
Putney Swope,32575,"[35, 18]",2.144682,7/10/1969,FALSE,en,17,6.1,84,0,0
Jack and the Beanstalk,18698,"[35, 10751, 14]",4.274939,1/1/1952,FALSE,en,12,6,70,0,0
Dracula 3000,10838,"[27, 878]",5.068851,8/9/2004,FALSE,en,34,2.7,86,0,0
The Laughing Woman,100812,"[10749, 18, 53]",1.273042,8/24/1969,FALSE,it,3,8.3,86,0,0
Jackass Number Two,12094,"[28, 35, 99]",6.387799,9/22/2006,FALSE,en,327,6.4,95,11000000,72778712
Rigoletto,382713,[10402],1.962693,11/20/2017,FALSE,it,0,0,0,0,0
Felix in Hollywood,128754,[],1.499512,7/15/1923,FALSE,en,7,6.6,9,0,0
Dirty War,280169,[28],1,1/1/1984,FALSE,es,0,0,87,0,0
When a Stranger Calls,10053,"[27, 53]",6.904156,2/3/2006,FALSE,en,299,5.4,87,15000000,66966987
Claudine,55909,"[18, 10749, 35]",1.910659,4/22/1974,FALSE,en,9,6.3,92,0,0
Puckoon,48654,[35],1.006791,1/1/2002,FALSE,en,0,0,82,0,0
Never Say Goodbye,187533,[],2.021938,3/10/1956,FALSE,en,5,7,96,0,0
The 30 Foot Bride of Candy Rock,111561,[35],1.430912,8/6/1959,FALSE,en,3,7,75,0,0
eXistenZ,1946,"[28, 53, 878, 27]",7.818891,4/14/1999,FALSE,en,525,6.7,97,15000000,2856712
Vanity Fair,11632,"[18, 10749]",5.352637,9/1/2004,FALSE,en,81,5.5,141,23000000,16123851
Anna Christie,42812,"[18, 10749]",2.066647,2/21/1930,FALSE,en,7,5.6,89,0,0
A Lesson in Love,156436,[],1.001695,9/25/1931,FALSE,en,0,0,0,0,0
The Night of the Hunted,29565,"[27, 53, 10749, 10769]",1.941429,8/20/1980,FALSE,en,11,5.9,87,0,0
Blind Date,918,"[35, 10749]",6.864958,3/27/1987,FALSE,en,122,5.6,95,18000000,39321715
They Made Me a Criminal,26378,"[53, 80, 18, 9648]",2.327556,1/28/1939,FALSE,en,9,5.7,92,0,0
They Shall Have Music,130841,"[10751, 10402, 18]",1.62631,8/18/1939,FALSE,en,0,0,105,0,0
My Wild Irish Rose,217153,[10402],1.075827,12/24/1947,FALSE,en,1,6,101,0,0
The Victim,44008,"[53, 28, 27]",1.93837,6/6/2011,FALSE,en,18,4.4,84,0,0
Tourist Trap,13570,"[27, 9648, 53]",4.192407,1/25/1979,FALSE,en,59,6.3,90,0,0
Dogtown and Z-Boys,1282,[99],3.788128,1/18/2001,FALSE,en,54,7.2,91,0,0
The Spirit of St. Louis,18776,"[28, 18, 36]",3.503351,4/19/1957,FALSE,en,38,6.5,135,0,0
River's Edge,21309,"[80, 18]",6.004364,8/27/1986,FALSE,en,63,6.7,99,19000000,0
Five Fingers of Death,21964,[28],3.889397,5/26/1972,FALSE,zh,27,6.8,104,0,0
Dallas,113921,"[28, 37]",2.136095,12/30/1950,FALSE,en,7,5.7,94,0,0
Barbie in the 12 Dancing Princesses,13002,"[16, 10751]",8.201335,9/19/2006,FALSE,en,154,6.9,83,0,0
Black Day Blue Night,80473,"[18, 53, 80, 10749]",1.485353,7/25/1996,FALSE,en,3,6.7,93,0,0
Late Chrysanthemums,36871,[18],1.436153,6/15/1954,FALSE,ja,10,7.3,101,0,0
Passion of Love,42147,[18],1.816561,9/16/1981,FALSE,it,7,7.1,117,0,0
The Hospital,32082,"[9648, 35, 18]",3.753888,12/14/1971,FALSE,en,26,6.6,103,0,0
Newsfront,88285,"[18, 10769]",1.078254,7/29/1978,FALSE,en,1,5,110,0,0
Mud and Sand,107298,"[35, 12]",1.072824,11/13/1922,FALSE,en,1,6,40,0,0
Blue Cat Blues,40513,"[35, 16]",1.37092,11/6/1956,FALSE,en,8,6.1,7,0,0
Mr. Bug Goes to Town,31309,"[16, 35, 10751]",2.258956,12/9/1941,FALSE,en,10,5.7,78,0,0
Return to Reason,138752,[],1.605206,9/6/1923,FALSE,fr,16,6.6,3,0,0
Mon oncle Antoine,74689,"[35, 18]",1.300638,11/12/1971,FALSE,fr,8,8,104,0,0
The Last Frontier,4938,"[28, 37]",2.115087,12/7/1955,FALSE,en,9,5.4,98,0,0
Granny,108885,[27],1.001178,1/1/1999,FALSE,en,0,0,58,0,0
The Merchant of Venice,11162,"[18, 10749]",7.38719,9/3/2004,FALSE,en,156,6.7,138,0,0
Seeing Other People,32298,"[35, 18, 10749]",2.343712,1/1/2004,FALSE,en,9,5.8,90,0,0
Black Sabbath: The Last Supper,30954,"[99, 10402]",1.29622,1/1/1999,FALSE,en,3,6.3,106,0,0
Strangers on a Train,845,"[80, 18, 53]",7.228275,6/18/1951,FALSE,en,405,7.6,101,1200000,7000000
The Toll Gate,179001,[],1.091953,4/15/1920,FALSE,en,1,5,73,0,0
It Came from Outer Space II,212306,"[10770, 878]",1.45374,12/31/1995,FALSE,en,2,3.5,89,0,0
Man with the Screaming Brain,2151,"[35, 27, 878]",3.900363,4/3/2005,FALSE,en,34,5.2,90,0,0
Pinocchio's Revenge,30926,[27],2.516467,10/7/1996,FALSE,en,13,4.3,96,0,0
Noroi: The Curse,21506,"[27, 9648, 53]",4.339297,8/20/2005,FALSE,ja,64,6.9,115,2000000,0
Puberty Blues,14630,"[18, 35]",2.199486,12/10/1981,FALSE,en,10,5.4,87,0,0
Mighty Like a Moose,150936,[],1.369581,7/18/1926,FALSE,en,2,5.5,22,0,0
Knockout,58448,"[12, 28, 18, 10751]",2.19913,3/5/2011,FALSE,en,18,4.7,95,9000000,0
Radio Flyer,20763,[18],5.499585,2/21/1992,FALSE,en,57,6.7,114,35000000,4651977
Macbeth,225728,"[36, 18, 10752]",8.560664,8/16/2015,FALSE,en,533,6.5,113,15000000,12601706
Deep Water,15030,"[99, 12, 18, 28]",2.99105,12/15/2006,FALSE,en,15,6.8,92,0,0
Who Will Love My Children?,146814,"[18, 10770]",1.159387,2/13/1983,FALSE,en,4,5.3,95,0,0
Haunters of the Deep,228187,"[18, 10751, 14, 12, 9648]",1.162523,2/5/1984,FALSE,en,3,5.5,59,0,0
Vanaja,54399,"[18, 10769]",1.00709,9/11/2006,FALSE,en,0,0,111,0,0
Iron Eagle,11037,"[28, 53, 10752]",4.803286,1/17/1986,FALSE,en,68,4.8,117,0,0
Golden Door,1993,"[36, 18, 10749]",3.354971,9/22/2006,FALSE,it,25,6,118,0,0
Love Thy Neighbour,87068,[35],1.28411,8/26/1973,FALSE,en,4,6.9,85,0,0
Lost Horizon,3598,"[12, 14, 18, 9648]",3.230127,8/31/1937,FALSE,en,45,6.9,97,4000000,0
Death in Venice,6619,[18],5.265993,3/1/1971,FALSE,it,84,7.2,130,0,0
When a Killer Calls,79027,[27],1.05567,2/1/2006,FALSE,en,1,5,91,0,0
Wannabes,200667,"[18, 80]",1.003429,6/29/2000,FALSE,en,0,0,110,0,0
The Jericho Mile,57537,[18],1.416445,3/1/1979,FALSE,en,6,5.3,97,0,0
The Cat's-Paw,41347,[35],1.100558,8/7/1934,FALSE,en,1,0,102,0,0
The Wind and the Lion,14815,"[28, 12, 18, 36]",8.042519,10/26/1975,FALSE,en,48,6.7,119,0,0
Heartbeeps,73247,"[35, 10749, 10751]",4.005515,12/18/1981,FALSE,en,7,3.6,79,10000000,2154696
"Charlie, the Lonesome Cougar",57855,"[12, 10751]",1.364316,10/18/1967,FALSE,en,4,4.9,75,0,0
An American Werewolf in Paris,9406,"[27, 35]",8.259233,12/25/1997,FALSE,en,161,5.2,105,22000000,26570463
Showtime,5851,"[28, 35]",7.293304,3/14/2002,FALSE,en,301,5.3,95,85000000,77741732
The Frogs Who Wanted a King,90040,"[14, 16]",1.547238,1/1/1922,FALSE,xx,7,6.1,9,0,0
Blood Stalkers,138012,[27],1.083225,11/1/1976,FALSE,en,2,5,90,0,0
The Next Karate Kid,11231,[12],6.470171,7/18/1994,FALSE,en,219,4.8,107,12000000,15826984
Blood Relatives,47794,"[80, 18, 9648, 53]",2.303191,2/1/1978,FALSE,fr,5,6.2,100,0,0
Here on Earth,13539,[10749],5.737591,3/23/2000,FALSE,en,49,5.5,96,0,0
Christmas in August,26935,"[18, 10749]",2.40603,1/24/1998,FALSE,ko,21,7.4,97,0,0
Imaginary Heroes,25350,"[35, 18]",4.284239,9/14/2004,FALSE,en,30,6.3,111,10000000,0
Don't Torture a Duckling,49361,[27],4.288051,9/29/1972,FALSE,it,70,7.7,102,0,0
Apocalypse Now,28,"[18, 10752]",16.393904,8/15/1979,FALSE,en,2294,8.1,153,31500000,89460381
Pleasures of Sin,32185,[18],1.092341,5/1/2001,FALSE,en,0,0,71,0,0
Jewel Thief,48922,"[9648, 10769, 53, 80, 18, 10402]",1.188561,10/27/1967,FALSE,hi,5,5.9,186,0,0
Final Solution,80811,[18],1.036471,8/1/2001,FALSE,en,1,9.5,106,0,0
Kahin Pyaar Na Ho Jaaye,161219,"[10749, 10751, 35]",1.511913,11/17/2000,FALSE,hi,6,4.9,165,0,0
West Point,67531,[18],1.144568,1/7/1928,FALSE,en,2,7.5,95,0,0
Dominion,436552,[18],2.213153,10/7/2016,FALSE,en,1,7,101,5,0
Any Gun Can Play,22359,"[12, 28, 37, 10769]",1.116794,9/26/1967,FALSE,it,2,6.5,103,0,0
Where Does It Hurt?,78089,[35],1.702211,7/24/1972,FALSE,en,6,5.9,85,0,0
Nightbreed,20481,"[28, 18, 14, 27]",6.029138,2/16/1990,FALSE,en,109,6.4,102,11000000,8862354
Only the Valiant,56597,"[28, 12, 18, 37]",1.827446,4/13/1951,FALSE,en,7,5.6,105,0,0
The Big Snit,48504,"[16, 35]",1.889882,1/1/1985,FALSE,en,14,6.9,10,0,0
Eagle's Wing,131194,"[37, 18]",1.80327,11/23/1979,FALSE,en,5,5,111,0,0
Window to Paris,41043,"[35, 18, 14]",1.536648,12/1/1993,FALSE,ru,6,6,87,0,0
Science Crazed,84103,"[35, 27]",1.208215,1/1/1989,FALSE,en,3,7,90,0,0
The Honkers,121520,"[35, 37, 28]",1.426847,5/17/1972,FALSE,en,3,5.3,102,0,0
Garfield Gets a Life,37297,[],1.001508,5/8/1991,FALSE,en,1,4,45,0,0
That's the Way of the World,177962,"[18, 10402]",1.063235,6/1/1975,FALSE,en,1,6.5,100,0,0
Danger Signal,36635,"[80, 53, 18]",1.477554,11/14/1945,FALSE,en,5,3.1,78,0,0
Perry Mason: The Case of the Fatal Fashion,226050,[9648],1.053823,9/24/1991,FALSE,en,1,6,95,0,0
Mickey's PhilharMagic,162863,[],1.151589,10/7/2003,FALSE,en,3,9.7,10,0,0
Flipper,36355,"[12, 10751]",6.39539,5/17/1996,FALSE,en,88,5.3,95,25530000,20080020
China White,91919,"[80, 18, 53, 10749]",1.988436,11/4/1989,FALSE,cn,4,7,99,0,0
Prime Suspect: The Lost Child,215999,"[18, 80, 10770]",2.71441,10/8/1995,FALSE,en,9,5.4,101,0,0
Flash Gordon,3604,[878],7.437376,9/1/1980,FALSE,en,251,6.1,111,35000000,27107960
Summer of My German Soldier,263087,"[10770, 18]",1.15905,10/29/1978,FALSE,en,2,7,100,0,0
Treading Water,166624,"[18, 35]",2.757377,9/13/2013,FALSE,en,6,5.6,92,4700000,0
Dangerous Game,49299,[18],3.03265,11/19/1993,FALSE,en,9,5.4,108,0,0
Dark Blue World,15813,"[28, 18, 10752]",2.943843,5/17/2001,FALSE,cs,22,6.7,112,5000000,0
Retro Puppet Master,26960,[27],2.006239,11/9/1999,FALSE,en,13,2.4,80,0,0
Choose Connor,37346,[18],1.116474,1/1/2007,FALSE,en,3,7.3,109,0,0
The Happiest Days of Your Life,83015,[35],1.50841,1/1/1950,FALSE,en,10,5.9,81,0,0
Murder in Greenwich,56744,"[80, 18, 10751, 9648, 53]",1.235203,11/15/2002,FALSE,en,6,4,89,0,0
Forgiving the Franklins,18554,"[35, 18, 10749]",1.00353,1/1/2006,FALSE,en,0,0,98,0,0
Cooley High,35711,"[35, 18]",2.766022,6/25/1975,FALSE,en,18,7.3,107,750000,13000000
Le Cercle Rouge,11657,"[18, 53, 80]",5.959681,10/19/1970,FALSE,fr,131,7.6,140,0,0
Pink Flamingos,692,"[35, 80]",4.988624,3/12/1972,FALSE,en,121,6.2,93,12000,6000000
Farewell to Harry,251535,[18],1.002407,4/4/2002,FALSE,en,0,0,103,0,0
Dead Bodies,64797,"[18, 10769, 53]",2.269935,4/25/2003,FALSE,en,11,5.4,84,0,0
Kramer vs. Kramer,12102,[18],7.151923,12/18/1979,FALSE,en,521,7.4,105,8000000,106260000
Black Emanuelle,40348,[18],4.279994,11/27/1975,FALSE,it,11,4.2,94,0,0
Baby Blue Marine,83864,[18],1.33242,5/5/1976,FALSE,en,3,5.8,90,0,0
Mom,404604,"[80, 18, 53]",3.850055,7/7/2017,FALSE,hi,19,6.7,146,0,0
Illegally Yours,48719,"[35, 10749]",1.114009,1/1/1988,FALSE,en,3,4,102,0,0
The Italian Job,9654,"[28, 80]",10.101015,5/30/2003,FALSE,en,2067,6.6,110,60000000,176070171
The Lone Ranger and the Lost City of Gold,108267,"[28, 12, 37]",1.410098,1/1/1958,FALSE,en,4,6.3,81,0,0
National Velvet,17641,"[18, 10751]",3.196538,12/14/1944,FALSE,en,23,7.3,123,0,0
Riverdance: The New Show,44505,"[99, 10402]",1.038838,1/1/1996,FALSE,en,1,8,103,0,0
Dead Man Walking,687,[18],6.78208,12/29/1995,FALSE,en,381,7.3,122,11000000,39363635
My Giant,47881,"[35, 18, 10751]",4.147914,4/10/1998,FALSE,en,34,5.1,103,0,7985929
Hell to Pay,144978,[37],1.089061,8/12/2005,FALSE,en,1,10,100,0,0
Cold Mountain,2289,"[36, 18, 12]",8.101738,12/24/2003,FALSE,en,578,6.8,154,79000000,173013509
Beyond Rangoon,1873,"[18, 53]",2.856253,5/24/1995,FALSE,en,22,6.5,100,0,0
The Phantom Carriage,107383,[18],1.010207,9/18/1958,FALSE,en,0,0,109,0,0
The Invisible Circus,18856,[18],4.914418,2/23/2001,FALSE,en,14,5.1,93,0,0
Lights of New York,173689,"[80, 18]",1.392344,7/18/1928,FALSE,en,3,5.7,57,75000,1200000
Pixote,42148,"[80, 18]",2.824297,5/8/1981,FALSE,pt,27,8.4,128,0,0
Begotten,1483,"[14, 27]",4.275351,4/30/1990,FALSE,en,68,5,78,33000,0
The Net,1642,"[80, 18, 9648, 53, 28]",9.483887,7/28/1995,FALSE,en,381,5.7,114,22000000,110627965
The Doll Master,56790,"[53, 27]",3.429422,8/6/2004,FALSE,en,23,5.8,90,0,0
The Phenix City Story,35956,"[80, 18]",1.821684,8/14/1955,FALSE,en,15,6.4,100,0,0
The Paradise Virus,89057,"[28, 53, 10770]",1.170934,2/14/2003,FALSE,en,4,2.9,89,0,0
Flood,6309,"[18, 28, 53]",4.306826,8/24/2007,FALSE,en,38,4.6,110,0,0
Tempest,48249,"[35, 18, 10749]",4.667589,8/13/1982,FALSE,en,10,5.6,140,0,0
Sideshow,28127,[27],1.323798,7/11/2000,FALSE,en,1,5,74,120000,0
Latcho Drom,47105,"[10402, 99]",2.222597,6/6/1993,FALSE,fr,11,6.6,103,0,0
The Man Who Knew Too Much,574,"[12, 80, 18, 9648, 53]",8.700547,6/1/1956,FALSE,en,298,7.3,120,2500000,10250000
The Gymnast,31421,"[18, 10749]",1.934835,4/11/2006,FALSE,en,9,7.6,96,0,0
Jack Frost 2: Revenge of the Mutant Killer Snowman,27320,[27],2.556026,1/1/2000,FALSE,en,17,4.7,91,0,0
Dead or Alive: Final,36222,"[28, 35, 10751, 10769, 878]",1.80152,1/12/2002,FALSE,ja,20,5.4,89,0,0
The 25th Hour,66568,"[18, 10752]",1.571842,4/26/1967,FALSE,fr,7,7.9,121,0,0
The Brotherhood of Satan,42519,[27],1.4278,8/6/1971,FALSE,en,10,5.6,92,0,0
Little Annie Rooney,111575,"[35, 18]",1.268598,10/18/1925,FALSE,en,3,8,95,0,0
Space Odyssey: Voyage to the Planets,370491,[99],1.072942,11/9/2004,FALSE,en,2,9,100,0,0
Island of Doomed Men,98092,"[80, 18]",1.222534,5/20/1940,FALSE,en,3,4.5,68,0,0
A Chess Dispute,142143,[],1.492714,1/1/1903,FALSE,en,6,5.8,1,0,0
"Gary Cooper: American Life, American Legend",107400,[],1.2875,11/5/1989,FALSE,en,0,0,47,0,0
Karate Bullfighter,13125,"[28, 18]",1.938041,8/9/1975,FALSE,ja,3,7.7,85,0,0
Staying Together,28706,"[35, 18]",1.29933,1/1/1989,FALSE,en,3,7,91,0,0
